previous_crop,crop,soil_type,temperature,humidity,yield,market_price,nitrogen,phosphorus,potassium,ph
rice,potato,low_nitrogen,30.2,42,9.72,864,56,37,26,7.4
rice,rice,high_nitrogen,22.4,50,5.0,1893,69,51,40,6.7
sugarcane,sugarcane,low_nitrogen,29.6,62,30.03,200,58,50,59,7.0
sugarcane,groundnut,low_nitrogen,29.0,83,3.22,6046,70,57,32,6.5
wheat,rice,high_nitrogen,21.7,87,4.75,2350,54,40,46,6.8
sugarcane,wheat,balanced,20.3,47,4.82,2743,55,48,38,6.5
groundnut,tomato,low_nitrogen,20.2,77,14.88,1183,68,34,43,6.2
rice,cotton,high_nitrogen,28.0,40,4.0,6761,48,45,59,5.9
potato,cotton,high_nitrogen,20.8,64,4.25,6804,61,42,38,7.4
rice,sugarcane,balanced,30.7,57,30.71,201,63,52,39,7.1
tomato,sugarcane,high_nitrogen,22.2,79,30.15,404,47,51,49,5.7
cotton,potato,low_nitrogen,31.8,58,9.78,980,36,48,56,6.5
maize,potato,low_nitrogen,29.6,84,9.72,932,50,50,39,7.0
cotton,rice,balanced,26.0,74,5.57,2123,35,56,20,6.5
rice,rice,high_nitrogen,29.3,50,5.27,2521,65,51,54,6.6
rice,groundnut,low_nitrogen,30.0,75,3.68,5792,46,50,55,5.6
groundnut,wheat,high_nitrogen,20.7,63,4.68,2123,63,57,58,6.7
tomato,potato,balanced,22.4,76,10.4,1078,43,33,37,5.9
rice,tomato,high_nitrogen,28.3,46,15.1,1656,62,47,31,6.7
rice,tomato,low_nitrogen,30.5,85,15.09,1173,67,27,55,5.5
maize,groundnut,low_nitrogen,23.5,42,3.58,5431,46,45,49,6.9
maize,cotton,balanced,26.4,86,4.27,6902,48,27,40,6.6
groundnut,sugarcane,low_nitrogen,29.3,86,29.76,621,77,42,56,5.8
tomato,sugarcane,high_nitrogen,34.5,61,30.28,352,52,47,47,6.8
rice,tomato,balanced,24.0,88,15.69,1458,41,36,30,6.2
potato,potato,low_nitrogen,26.7,80,9.83,1069,49,60,28,6.8
maize,rice,high_nitrogen,22.7,43,4.85,2380,59,38,60,6.8
wheat,cotton,balanced,27.5,47,4.6,6743,67,41,56,6.5
cotton,potato,low_nitrogen,24.5,82,10.14,930,38,55,31,7.1
wheat,potato,low_nitrogen,20.3,58,10.28,897,66,56,38,6.6
cotton,tomato,balanced,29.9,62,15.7,1724,25,29,47,5.9
groundnut,wheat,balanced,29.8,64,5.06,2155,88,34,49,7.2
sugarcane,wheat,low_nitrogen,23.5,42,4.42,2018,70,50,26,6.0
wheat,maize,low_nitrogen,26.2,74,5.9,1892,46,27,39,5.8
groundnut,tomato,low_nitrogen,22.8,67,14.95,1492,82,25,57,5.6
sugarcane,groundnut,low_nitrogen,34.6,66,3.5,5994,57,48,23,7.4
rice,wheat,high_nitrogen,28.4,45,4.7,2120,46,27,60,5.9
wheat,potato,low_nitrogen,20.7,73,10.1,1274,50,37,49,6.6
sugarcane,maize,high_nitrogen,30.5,81,6.23,2130,40,51,33,6.0
maize,wheat,balanced,27.8,66,5.18,2668,70,31,44,7.2
rice,potato,low_nitrogen,29.1,81,9.92,1254,57,36,24,6.5
cotton,rice,low_nitrogen,26.5,67,4.23,2213,37,29,34,7.3
groundnut,potato,low_nitrogen,34.0,83,10.01,1153,70,33,56,5.5
potato,wheat,low_nitrogen,20.2,71,4.74,2414,59,47,20,6.9
rice,maize,high_nitrogen,21.2,46,6.23,1472,57,39,26,6.5
groundnut,maize,high_nitrogen,33.0,80,6.11,1837,83,26,51,5.8
tomato,sugarcane,balanced,33.1,72,30.51,200,41,56,20,5.5
potato,sugarcane,low_nitrogen,26.7,44,30.09,200,57,27,50,5.5
potato,rice,high_nitrogen,21.6,69,5.1,1978,67,53,25,6.9
cotton,tomato,balanced,30.1,78,15.52,1539,32,30,43,6.0
sugarcane,tomato,low_nitrogen,24.3,66,14.82,1140,69,54,56,6.6
tomato,groundnut,low_nitrogen,27.2,71,3.54,5738,59,51,32,5.6
tomato,maize,high_nitrogen,21.9,44,5.84,1844,65,52,36,5.9
rice,maize,high_nitrogen,28.6,44,5.94,1858,52,60,54,5.6
potato,wheat,low_nitrogen,27.1,55,4.37,2789,48,55,45,7.5
sugarcane,groundnut,low_nitrogen,31.5,68,3.51,5883,57,44,48,5.7
wheat,rice,high_nitrogen,35.0,75,4.73,2303,54,33,32,6.9
sugarcane,tomato,low_nitrogen,33.3,68,15.21,1746,57,45,46,7.5
wheat,cotton,high_nitrogen,28.5,41,4.04,6872,41,30,24,6.7
wheat,potato,low_nitrogen,21.1,72,10.18,1362,57,56,34,6.3
tomato,rice,high_nitrogen,20.5,61,5.27,2086,69,57,54,6.0
wheat,potato,low_nitrogen,34.4,75,9.75,1253,46,38,48,5.8
groundnut,cotton,low_nitrogen,33.9,88,4.23,6530,89,51,53,7.1
tomato,sugarcane,high_nitrogen,22.7,64,30.23,200,42,21,28,6.3
sugarcane,cotton,balanced,20.1,74,4.33,6918,64,36,53,5.5
potato,sugarcane,high_nitrogen,26.3,85,30.01,504,49,60,53,6.8
potato,rice,high_nitrogen,30.9,86,5.06,2490,47,58,29,6.6
rice,sugarcane,low_nitrogen,34.9,85,29.71,665,53,46,60,6.7
rice,maize,balanced,24.0,66,6.43,1607,69,28,38,7.0
wheat,groundnut,low_nitrogen,27.0,41,3.44,5471,55,57,33,5.9
groundnut,rice,high_nitrogen,20.5,43,4.8,1984,73,56,39,6.0
cotton,cotton,high_nitrogen,34.2,69,3.82,6520,38,30,56,6.9
maize,maize,low_nitrogen,23.4,85,5.74,1895,51,44,51,6.7
groundnut,maize,high_nitrogen,34.3,85,6.05,1889,63,26,52,6.8
maize,potato,low_nitrogen,22.8,40,9.77,860,50,28,39,5.5
groundnut,cotton,balanced,32.1,64,4.53,6780,64,55,38,6.4
potato,tomato,high_nitrogen,22.7,83,15.23,1615,70,44,46,6.5
groundnut,cotton,high_nitrogen,32.0,87,4.06,6793,74,27,53,6.2
potato,rice,high_nitrogen,25.0,89,4.91,2320,51,55,40,5.8
sugarcane,groundnut,low_nitrogen,23.7,53,3.35,6019,42,20,43,7.0
rice,tomato,balanced,25.3,77,15.26,1260,50,32,31,7.1
rice,groundnut,low_nitrogen,24.8,89,3.49,5933,69,23,55,6.8
groundnut,wheat,high_nitrogen,31.9,74,4.36,2692,74,38,39,7.4
rice,wheat,high_nitrogen,25.9,81,4.26,2366,58,55,38,6.4
potato,wheat,high_nitrogen,25.1,82,4.52,2232,51,35,30,6.5
wheat,cotton,high_nitrogen,35.0,69,4.11,6320,68,36,52,7.0
wheat,tomato,balanced,34.0,44,15.26,1531,59,31,47,7.4
maize,sugarcane,balanced,28.1,46,30.78,447,52,34,33,6.0
wheat,sugarcane,high_nitrogen,21.7,88,30.2,302,65,58,32,6.4
sugarcane,sugarcane,high_nitrogen,24.9,61,30.29,379,51,42,44,7.5
cotton,rice,high_nitrogen,24.1,47,4.98,2252,24,39,56,7.3
maize,rice,high_nitrogen,23.8,85,5.24,2374,44,33,57,6.9
wheat,cotton,high_nitrogen,21.7,64,4.29,6652,69,23,30,7.1
wheat,potato,low_nitrogen,26.9,58,9.96,1400,67,55,37,7.5
tomato,wheat,low_nitrogen,22.4,47,4.36,2684,55,52,22,5.7
maize,maize,low_nitrogen,27.1,46,6.15,2062,45,58,37,7.1
groundnut,sugarcane,high_nitrogen,20.5,73,30.3,200,87,43,59,7.5
wheat,groundnut,high_nitrogen,25.0,64,3.14,5750,54,47,43,6.3
maize,sugarcane,low_nitrogen,22.4,90,30.13,200,52,60,36,6.4
maize,sugarcane,low_nitrogen,27.4,43,29.8,555,56,38,37,6.8
sugarcane,groundnut,high_nitrogen,30.1,41,2.84,5677,46,41,48,6.4
cotton,sugarcane,low_nitrogen,27.9,84,30.28,433,29,27,31,6.6
tomato,cotton,low_nitrogen,31.4,83,3.86,6562,40,45,53,6.9
tomato,potato,low_nitrogen,29.0,62,10.03,1155,41,42,33,6.4
maize,maize,low_nitrogen,23.2,87,6.2,1480,60,23,20,5.5
groundnut,cotton,low_nitrogen,21.6,50,4.21,6405,64,44,29,6.4
rice,rice,high_nitrogen,33.0,53,5.09,2325,57,20,38,6.4
groundnut,potato,low_nitrogen,32.9,76,10.21,1406,88,49,32,6.6
maize,cotton,balanced,29.3,63,4.59,7022,53,54,41,6.8
sugarcane,wheat,low_nitrogen,33.1,57,4.23,2754,52,43,35,6.2
potato,maize,low_nitrogen,28.4,80,5.97,2126,65,51,58,6.4
wheat,potato,low_nitrogen,27.7,58,9.93,1578,54,43,36,6.1
tomato,sugarcane,high_nitrogen,21.6,78,29.84,459,53,33,44,6.1
wheat,wheat,balanced,26.0,87,5.07,2277,40,35,39,7.0
rice,cotton,low_nitrogen,30.7,66,4.17,6457,45,59,32,6.3
tomato,rice,high_nitrogen,34.1,82,4.7,1903,42,50,53,7.5
potato,sugarcane,balanced,32.7,56,30.43,654,60,44,38,6.5
rice,cotton,balanced,29.6,48,4.45,6719,70,37,52,6.8
wheat,maize,low_nitrogen,20.3,51,5.74,1982,54,41,30,6.3
potato,cotton,low_nitrogen,34.2,86,4.02,7083,62,52,53,5.8
maize,wheat,high_nitrogen,24.9,59,4.75,2153,53,44,33,5.7
cotton,tomato,high_nitrogen,25.9,51,15.04,1387,36,31,34,6.6
maize,cotton,balanced,29.3,43,4.53,6717,54,42,56,6.3
groundnut,potato,low_nitrogen,28.4,67,10.16,1077,85,24,60,5.6
rice,rice,high_nitrogen,34.1,80,5.1,1825,41,31,46,6.2
cotton,rice,low_nitrogen,24.9,40,4.79,2514,39,53,44,7.0
cotton,tomato,low_nitrogen,20.3,80,15.25,1512,30,30,34,6.6
sugarcane,maize,balanced,30.6,67,6.54,1969,67,31,53,6.3
tomato,maize,low_nitrogen,31.6,50,5.84,2199,65,40,49,6.5
rice,cotton,low_nitrogen,25.5,81,4.03,7064,68,29,24,6.6
maize,cotton,balanced,29.9,64,4.6,6396,66,53,30,7.4
potato,tomato,high_nitrogen,32.9,83,14.89,1125,64,51,20,6.6
maize,groundnut,low_nitrogen,33.3,40,3.22,5468,65,38,32,5.9
groundnut,groundnut,low_nitrogen,23.0,85,3.67,5856,90,52,52,5.9
wheat,tomato,low_nitrogen,30.4,83,15.03,1578,42,39,59,7.0
potato,rice,high_nitrogen,32.4,49,5.09,1875,55,44,55,5.7
tomato,potato,low_nitrogen,27.0,86,9.94,1249,40,37,41,5.7
groundnut,wheat,balanced,34.7,41,4.96,2442,75,40,28,6.2
tomato,cotton,high_nitrogen,27.5,86,4.24,6806,44,32,27,6.5
cotton,cotton,low_nitrogen,23.2,80,4.25,6578,26,47,30,5.5
sugarcane,tomato,high_nitrogen,22.1,71,15.05,1255,64,37,38,6.6
wheat,tomato,balanced,22.2,54,15.58,1639,53,46,58,6.5
maize,wheat,low_nitrogen,34.8,47,4.45,2360,50,44,36,6.3
sugarcane,wheat,low_nitrogen,26.9,87,4.43,2422,62,60,37,6.6
wheat,potato,high_nitrogen,29.0,89,9.77,1075,59,48,21,5.8
cotton,tomato,high_nitrogen,24.6,78,14.74,1468,37,54,54,6.5
wheat,potato,low_nitrogen,22.7,84,9.72,1011,52,26,30,6.4
potato,cotton,high_nitrogen,32.1,46,4.12,6633,62,44,23,6.7
wheat,tomato,high_nitrogen,31.5,73,15.21,1186,43,24,57,6.9
maize,cotton,high_nitrogen,34.2,81,3.73,6325,49,48,54,7.2
sugarcane,wheat,high_nitrogen,34.9,89,4.58,2496,63,60,43,7.5
maize,groundnut,low_nitrogen,23.2,57,3.34,6010,63,56,57,7.0
rice,cotton,high_nitrogen,20.9,68,4.12,6623,49,54,33,5.6
groundnut,potato,low_nitrogen,20.2,76,9.73,1561,78,26,60,7.0
sugarcane,tomato,high_nitrogen,28.7,90,15.22,1276,50,45,60,7.1
sugarcane,groundnut,low_nitrogen,32.2,61,3.48,5810,70,35,23,6.0
wheat,potato,low_nitrogen,32.9,79,10.29,1600,42,25,44,6.3
rice,wheat,balanced,25.0,65,4.82,2622,52,51,50,5.6
maize,cotton,high_nitrogen,27.7,49,4.24,6615,45,22,52,6.9
rice,cotton,balanced,32.7,43,4.22,6633,63,51,33,6.9
maize,maize,low_nitrogen,34.7,83,5.94,1626,45,52,22,6.6
tomato,potato,balanced,25.6,69,10.47,1172,57,39,24,7.3
potato,potato,low_nitrogen,30.4,85,9.72,804,55,59,22,6.9
cotton,sugarcane,high_nitrogen,22.4,76,29.86,200,35,48,35,5.7
potato,sugarcane,high_nitrogen,25.1,62,30.23,314,41,52,51,7.4
rice,cotton,balanced,25.9,63,4.37,6851,45,29,59,5.6
maize,rice,high_nitrogen,22.2,86,5.15,2357,40,38,41,6.2
rice,maize,balanced,24.8,77,6.66,1812,44,35,45,6.7
potato,wheat,high_nitrogen,21.8,46,4.45,2448,66,54,42,7.0
potato,potato,low_nitrogen,30.4,78,9.9,969,47,38,20,6.3
sugarcane,sugarcane,high_nitrogen,33.3,49,30.14,258,52,41,33,5.8
sugarcane,maize,balanced,24.3,50,6.64,1974,70,55,30,6.1
cotton,maize,low_nitrogen,32.4,78,5.8,2107,24,35,42,5.8
cotton,sugarcane,balanced,23.6,59,30.22,220,37,58,42,6.7
cotton,rice,high_nitrogen,29.1,65,5.22,2279,21,38,53,6.1
rice,potato,low_nitrogen,25.0,64,10.19,912,45,54,34,6.6
sugarcane,maize,low_nitrogen,27.8,55,5.74,1702,62,41,53,6.3
sugarcane,wheat,low_nitrogen,34.6,68,4.31,2172,47,23,48,6.1
potato,maize,balanced,23.9,69,6.29,1562,50,32,59,6.0
sugarcane,maize,low_nitrogen,24.9,60,6.09,1672,58,51,52,6.5
sugarcane,maize,low_nitrogen,32.6,77,5.86,1433,57,50,38,6.0
groundnut,tomato,balanced,20.6,80,15.6,1683,71,34,39,5.7
rice,maize,high_nitrogen,22.1,62,6.11,1932,55,49,45,7.3
potato,sugarcane,balanced,24.7,72,30.75,603,53,47,56,6.8
tomato,cotton,low_nitrogen,31.8,61,3.99,7081,54,59,22,6.0
groundnut,potato,low_nitrogen,32.4,57,10.18,1274,62,28,25,5.7
potato,cotton,balanced,29.8,51,4.78,6694,64,24,36,7.5
rice,wheat,low_nitrogen,22.5,78,4.68,2649,60,40,53,6.6
rice,sugarcane,high_nitrogen,22.3,82,29.79,485,57,20,28,6.0
cotton,sugarcane,balanced,23.5,64,30.63,547,38,21,48,6.0
cotton,cotton,low_nitrogen,21.8,61,3.92,6323,24,52,40,5.8
potato,wheat,low_nitrogen,25.6,68,4.47,2297,58,39,51,6.6
potato,cotton,balanced,31.0,57,4.46,7086,40,21,47,7.1
tomato,cotton,balanced,27.8,76,4.41,6455,44,26,29,6.6
rice,sugarcane,low_nitrogen,29.0,83,29.94,496,70,42,47,7.5
groundnut,rice,low_nitrogen,32.2,63,4.32,2335,83,26,27,5.9
maize,maize,low_nitrogen,34.0,46,5.98,1929,58,29,59,7.1
groundnut,tomato,high_nitrogen,24.1,83,15.2,1303,70,56,38,7.2
rice,groundnut,low_nitrogen,27.4,79,3.56,5895,42,51,60,6.6
wheat,cotton,balanced,27.3,45,4.78,6544,43,52,51,6.7
maize,tomato,high_nitrogen,27.7,52,14.8,1490,66,47,50,5.9
cotton,maize,low_nitrogen,32.4,53,6.16,1592,24,42,33,6.3
cotton,maize,high_nitrogen,30.8,82,6.14,2067,28,54,59,6.5
tomato,rice,high_nitrogen,23.2,81,5.23,1882,68,26,47,5.5
cotton,cotton,low_nitrogen,23.3,80,3.76,6650,40,30,41,6.3
tomato,sugarcane,high_nitrogen,28.9,56,30.12,200,40,29,57,6.1
groundnut,sugarcane,high_nitrogen,24.6,80,30.24,200,72,35,23,6.9
rice,wheat,high_nitrogen,27.5,57,4.67,2618,58,31,49,5.8
groundnut,sugarcane,high_nitrogen,22.3,78,29.83,576,85,28,42,6.7
cotton,groundnut,low_nitrogen,27.8,43,3.31,6021,35,29,26,5.8
tomato,maize,balanced,23.1,57,6.52,1721,65,54,25,5.7
cotton,potato,low_nitrogen,34.2,84,10.23,933,33,45,21,6.0
sugarcane,wheat,low_nitrogen,21.4,61,4.4,2225,41,20,58,7.4
sugarcane,potato,low_nitrogen,34.4,86,10.26,1103,59,52,37,7.0
cotton,maize,balanced,23.4,66,6.55,1871,37,60,29,6.3
maize,potato,low_nitrogen,29.8,61,10.17,1315,61,25,44,7.0
tomato,maize,high_nitrogen,20.8,47,6.27,1653,43,41,54,6.8
groundnut,potato,low_nitrogen,30.9,82,10.06,1022,60,47,53,6.1
tomato,potato,low_nitrogen,27.9,65,10.19,1203,41,54,20,5.8
maize,sugarcane,high_nitrogen,27.7,64,30.02,270,41,56,59,5.5
sugarcane,tomato,low_nitrogen,27.9,62,14.89,1113,51,46,39,6.3
maize,wheat,low_nitrogen,32.0,59,4.57,2202,44,54,56,5.5
sugarcane,wheat,high_nitrogen,25.4,87,4.7,2260,47,27,23,7.2
cotton,rice,balanced,33.5,60,5.44,2583,22,39,57,5.7
potato,potato,high_nitrogen,27.3,59,10.24,867,58,51,55,6.3
potato,sugarcane,balanced,20.5,52,30.43,200,45,23,25,7.0
sugarcane,potato,low_nitrogen,20.2,47,9.83,1240,69,34,21,6.5
wheat,sugarcane,low_nitrogen,32.3,42,29.88,588,41,33,56,7.4
tomato,wheat,low_nitrogen,33.6,80,4.21,2251,60,51,43,6.9
tomato,maize,balanced,24.0,61,6.73,2088,64,35,54,7.3
potato,rice,low_nitrogen,21.3,50,4.41,2362,64,28,23,7.3
potato,wheat,low_nitrogen,28.1,82,4.33,2176,52,36,49,6.5
wheat,tomato,low_nitrogen,22.9,83,14.95,1428,43,36,32,6.4
groundnut,sugarcane,balanced,29.6,47,30.72,343,87,35,33,6.6
tomato,cotton,low_nitrogen,27.1,67,4.1,6367,59,24,34,6.9
rice,cotton,high_nitrogen,21.1,70,4.17,6654,57,32,23,5.8
rice,wheat,low_nitrogen,20.5,55,4.37,2635,61,46,40,7.0
sugarcane,groundnut,low_nitrogen,20.4,84,3.7,5854,54,50,25,7.0
groundnut,wheat,low_nitrogen,26.8,45,4.7,2476,75,35,48,5.9
sugarcane,tomato,low_nitrogen,33.7,83,15.12,1824,44,23,42,5.8
sugarcane,tomato,high_nitrogen,27.2,44,14.79,1643,43,56,37,6.0
potato,sugarcane,balanced,29.6,86,30.34,200,67,45,20,6.3
rice,sugarcane,low_nitrogen,23.1,80,29.71,291,44,26,28,6.1
wheat,rice,high_nitrogen,28.9,51,5.17,1916,66,47,25,5.9
groundnut,wheat,high_nitrogen,26.3,54,4.25,2597,81,60,60,5.7
sugarcane,wheat,high_nitrogen,22.5,64,4.46,2681,41,58,35,6.8
sugarcane,groundnut,low_nitrogen,27.8,59,3.2,5948,66,52,59,7.4
groundnut,maize,balanced,28.9,64,6.33,1864,68,28,26,7.3
groundnut,rice,high_nitrogen,21.1,89,5.06,2177,65,34,41,5.6
wheat,groundnut,low_nitrogen,23.2,40,3.62,5799,43,34,20,7.2
potato,wheat,balanced,30.3,74,4.97,2577,66,57,43,6.3
groundnut,wheat,low_nitrogen,33.4,76,4.26,2637,64,37,52,5.7
potato,maize,low_nitrogen,31.4,71,5.93,1661,68,40,20,6.7
cotton,cotton,balanced,33.4,49,4.54,7009,23,20,39,7.3
wheat,groundnut,low_nitrogen,24.0,49,3.6,5843,56,27,36,5.6
potato,sugarcane,balanced,21.5,40,30.62,350,57,22,37,5.8
groundnut,potato,balanced,20.8,48,10.38,1213,88,29,36,6.1
wheat,sugarcane,high_nitrogen,29.2,53,29.86,430,49,21,23,6.4
wheat,rice,low_nitrogen,32.7,76,4.58,2050,52,50,41,6.7
tomato,sugarcane,high_nitrogen,21.7,49,30.1,200,47,23,39,6.8
maize,groundnut,low_nitrogen,24.1,55,3.64,6058,63,55,47,7.1
maize,wheat,balanced,24.0,61,5.0,2684,52,55,52,6.4
tomato,cotton,balanced,20.8,43,4.25,6749,44,33,32,5.6
maize,sugarcane,balanced,20.3,48,30.6,362,53,49,45,5.7
groundnut,tomato,low_nitrogen,27.6,76,15.19,1256,81,33,44,5.9
rice,rice,high_nitrogen,24.4,57,4.7,2562,43,59,45,6.3
sugarcane,groundnut,low_nitrogen,25.2,54,3.29,5979,47,22,20,7.0
wheat,rice,high_nitrogen,32.9,43,5.12,2201,63,52,50,6.1
potato,wheat,high_nitrogen,34.3,69,4.59,2284,55,36,24,7.1
groundnut,cotton,low_nitrogen,32.7,40,3.98,6894,73,52,50,7.1
rice,cotton,low_nitrogen,33.1,66,3.82,6508,55,47,45,5.8
maize,wheat,low_nitrogen,26.9,72,4.27,2581,53,44,40,5.8
tomato,potato,balanced,26.5,84,10.3,1325,53,32,42,6.2
rice,groundnut,low_nitrogen,23.9,46,3.42,5424,68,33,39,7.1
rice,rice,high_nitrogen,33.3,77,5.25,2528,58,20,41,6.9
cotton,maize,low_nitrogen,24.0,65,6.24,2045,27,52,27,6.6
potato,rice,high_nitrogen,22.7,82,4.95,2471,69,31,45,6.1
rice,potato,low_nitrogen,30.0,68,10.07,1546,56,41,39,6.3
maize,wheat,low_nitrogen,30.5,83,4.72,2629,51,30,51,6.8
groundnut,cotton,balanced,30.5,55,4.75,6309,70,49,37,7.0
tomato,groundnut,low_nitrogen,22.2,77,3.28,6088,63,41,30,7.2
sugarcane,potato,low_nitrogen,33.2,45,9.94,1556,59,28,55,6.3
wheat,rice,high_nitrogen,20.5,76,5.03,1999,52,45,47,5.5
sugarcane,rice,high_nitrogen,29.4,41,5.11,2498,41,57,54,7.0
wheat,cotton,high_nitrogen,25.4,65,4.11,6753,50,35,38,5.6
groundnut,maize,balanced,20.5,70,6.37,1714,66,26,37,7.3
wheat,sugarcane,balanced,33.1,84,30.55,633,43,54,25,6.5
rice,groundnut,low_nitrogen,20.7,71,3.33,5872,61,57,60,5.9
maize,potato,low_nitrogen,33.3,67,10.19,1203,55,32,24,6.8
wheat,maize,high_nitrogen,26.1,51,5.88,1606,64,55,38,6.5
sugarcane,cotton,low_nitrogen,33.5,67,3.98,7080,53,29,30,6.2
potato,tomato,high_nitrogen,31.6,66,15.15,1102,43,56,45,7.0
sugarcane,wheat,high_nitrogen,32.8,50,4.24,2751,46,24,48,6.4
wheat,sugarcane,low_nitrogen,20.8,88,30.22,200,54,42,39,6.9
groundnut,wheat,low_nitrogen,23.4,59,4.32,2649,83,20,49,6.1
potato,potato,high_nitrogen,20.6,46,10.17,1455,59,43,21,7.2
sugarcane,maize,low_nitrogen,21.8,78,5.95,1817,56,23,34,6.5
tomato,groundnut,low_nitrogen,30.3,86,3.42,5575,48,26,26,6.4
maize,groundnut,low_nitrogen,20.1,49,3.32,5374,53,30,27,6.2
maize,sugarcane,high_nitrogen,24.3,85,30.1,455,69,36,39,6.9
sugarcane,cotton,high_nitrogen,32.3,83,4.29,6449,50,43,59,7.4
maize,groundnut,low_nitrogen,24.7,43,3.29,5859,64,49,60,5.7
cotton,wheat,low_nitrogen,27.0,64,4.54,2336,22,32,49,7.1
wheat,potato,low_nitrogen,24.2,51,9.82,1250,40,35,25,6.0
groundnut,rice,low_nitrogen,25.9,88,4.43,1970,67,23,34,6.4
potato,potato,low_nitrogen,30.1,82,9.91,1170,65,39,58,7.0
tomato,sugarcane,high_nitrogen,20.5,72,29.72,200,45,20,30,7.5
potato,sugarcane,high_nitrogen,32.8,46,29.94,405,52,28,47,6.3
wheat,cotton,high_nitrogen,34.0,82,4.14,6779,66,53,48,5.6
wheat,wheat,balanced,26.6,51,4.96,2722,42,58,49,6.3
wheat,tomato,balanced,27.5,68,15.4,1292,49,27,41,6.4
sugarcane,groundnut,low_nitrogen,27.8,57,3.57,5733,59,33,24,5.9
wheat,cotton,balanced,34.0,56,4.6,6332,61,58,35,6.2
groundnut,sugarcane,low_nitrogen,31.5,74,30.02,331,76,42,52,5.8
tomato,groundnut,low_nitrogen,21.3,52,3.7,6062,57,41,23,7.4
rice,sugarcane,low_nitrogen,27.3,80,29.72,200,70,41,23,6.8
sugarcane,tomato,balanced,24.5,52,15.45,1250,41,31,23,6.5
groundnut,wheat,low_nitrogen,28.7,56,4.22,2144,79,46,49,6.6
tomato,potato,low_nitrogen,31.1,50,9.73,1432,44,41,26,6.7
tomato,rice,balanced,20.7,55,5.28,1973,40,57,46,7.1
sugarcane,potato,low_nitrogen,20.5,42,9.96,891,46,49,57,7.2
sugarcane,tomato,high_nitrogen,21.0,59,15.16,1540,55,21,27,6.9
groundnut,cotton,low_nitrogen,24.8,66,4.24,6570,66,59,58,6.5
rice,cotton,balanced,34.4,41,4.68,6333,56,56,48,7.1
potato,tomato,balanced,30.3,70,15.67,1431,70,34,25,6.9
tomato,wheat,high_nitrogen,32.8,90,4.63,2489,61,24,41,7.3
wheat,wheat,high_nitrogen,29.8,54,4.35,2665,54,48,60,6.2
rice,maize,balanced,33.5,70,6.7,2161,51,54,55,7.1
rice,wheat,high_nitrogen,27.6,61,4.37,2077,54,41,42,7.0
wheat,rice,low_nitrogen,22.0,73,4.24,1874,48,21,29,7.0
sugarcane,groundnut,low_nitrogen,31.6,83,3.55,5368,60,55,51,6.1
tomato,rice,balanced,29.1,83,5.5,2300,51,29,33,5.9
maize,potato,low_nitrogen,20.5,89,9.89,1384,60,32,43,7.2
rice,maize,balanced,30.1,87,6.62,1629,53,27,49,7.5
wheat,groundnut,low_nitrogen,30.9,53,3.49,5328,45,57,33,6.9
groundnut,groundnut,low_nitrogen,23.6,46,3.23,5724,77,55,46,6.8
tomato,potato,low_nitrogen,31.9,82,9.79,1399,62,48,28,6.7
maize,cotton,high_nitrogen,29.3,71,3.83,6475,70,24,29,6.7
groundnut,tomato,balanced,24.3,82,15.21,1862,67,49,47,7.4
potato,rice,high_nitrogen,30.3,53,4.86,2034,50,27,49,7.5
maize,potato,low_nitrogen,25.0,76,9.87,1510,69,56,28,7.3
tomato,potato,low_nitrogen,28.4,82,10.15,901,68,44,34,6.9
cotton,tomato,low_nitrogen,34.2,67,14.93,1401,32,49,47,5.8
potato,wheat,balanced,22.6,81,5.14,2540,42,27,21,6.2
rice,maize,balanced,27.4,68,6.22,2126,59,44,47,5.9
cotton,cotton,high_nitrogen,26.9,74,3.9,6937,20,44,56,6.2
sugarcane,groundnut,low_nitrogen,29.3,81,3.42,5849,56,47,41,5.7
wheat,tomato,low_nitrogen,30.7,82,15.14,1374,60,44,49,6.3
groundnut,rice,high_nitrogen,23.6,50,5.16,2274,75,26,34,6.1
sugarcane,maize,high_nitrogen,31.0,72,6.27,1514,47,42,35,5.9
potato,cotton,low_nitrogen,29.2,42,4.26,7083,66,39,38,6.9
sugarcane,maize,high_nitrogen,21.0,52,6.27,1790,45,22,30,6.8
groundnut,wheat,balanced,33.0,60,4.95,2280,74,44,60,7.4
sugarcane,groundnut,balanced,25.0,49,3.99,5566,51,44,47,6.1
tomato,groundnut,low_nitrogen,29.7,71,3.3,5439,60,50,45,7.2
maize,groundnut,low_nitrogen,32.9,82,3.4,6032,68,24,41,6.6
cotton,wheat,balanced,34.3,85,4.9,2190,34,31,52,6.4
wheat,potato,low_nitrogen,21.5,51,10.02,1009,51,43,47,6.1
potato,maize,balanced,28.6,66,6.54,2050,68,55,55,6.9
tomato,potato,low_nitrogen,29.2,84,10.27,1449,40,33,42,6.1
groundnut,groundnut,high_nitrogen,32.7,68,2.84,5949,75,52,56,6.0
wheat,maize,balanced,31.2,78,6.63,1491,57,38,35,5.9
potato,rice,high_nitrogen,23.1,49,5.02,2103,58,32,41,5.9
groundnut,wheat,balanced,21.5,83,4.87,2704,68,49,40,6.4
sugarcane,sugarcane,low_nitrogen,24.9,69,29.84,595,45,34,21,5.7
potato,wheat,balanced,24.0,65,5.19,2309,54,51,41,7.4
maize,sugarcane,balanced,26.6,89,30.39,200,69,42,22,6.4
