crop_type,soil_type,N,P,K,pH,rainfall_mm,temperature_c,humidity,yield_per_acre
Cotton,Clay,107.6,23.6,97.6,6.79,1170.2,10.8,58.8,2.89
Cotton,Black,6.7,36.4,166.3,7.35,2246.5,10.3,67.8,1.33
Cotton,Black,91.0,56.3,48.5,7.21,2382.2,16.3,76.9,4.19
Cotton,Laterite,102.1,135.2,193.4,5.81,1662.5,34.5,52.3,1.96
Cotton,Alluvial,143.6,147.3,143.7,6.09,1777.4,48.0,76.8,1.27
Cotton,Red,16.6,59.2,20.1,6.98,1653.4,22.9,79.4,0.95
Cotton,Loamy,122.1,42.3,70.0,6.21,1370.1,26.0,59.5,4.05
Cotton,Alluvial,97.7,113.9,78.6,8.35,1028.7,22.0,99.9,3.35
Cotton,Laterite,185.6,17.3,57.9,7.84,1450.2,30.4,33.3,1.89
Cotton,Black,156.1,79.5,7.1,7.37,1116.9,28.4,37.1,3.89
Cotton,Red,114.3,51.8,165.5,7.92,2239.8,30.5,48.2,2.22
Cotton,Laterite,110.9,97.4,106.8,6.17,560.7,27.5,52.1,2.65
Cotton,Clay,111.6,22.4,187.2,5.46,2208.0,19.3,84.5,2.33
Cotton,Alluvial,24.0,39.9,84.3,8.33,2353.3,47.7,96.7,1.29
Cotton,Sandy,111.3,66.3,107.4,6.77,1033.7,47.9,98.1,1.31
Cotton,Clay,78.3,88.8,90.5,4.09,2485.6,29.7,57.9,1.95
Cotton,Alluvial,190.8,57.6,34.6,5.63,1498.3,20.7,68.8,3.27
Cotton,Red,185.1,118.5,40.3,8.0,1640.2,34.8,86.6,0.91
Cotton,Laterite,66.9,27.5,19.4,7.69,2008.4,24.4,51.7,5.34
Cotton,Red,75.6,114.1,78.2,6.43,1077.0,34.0,48.5,3.68
Cotton,Sandy,149.1,63.2,98.7,8.87,926.5,33.9,51.4,0.8
Cotton,Loamy,139.8,52.2,158.2,8.5,624.5,33.0,51.4,3.74
Cotton,Loamy,196.8,132.1,36.3,6.74,936.5,25.4,46.8,3.08
Cotton,Sandy,110.8,32.8,109.8,5.39,793.6,37.5,22.4,1.39
Cotton,Black,157.6,113.2,14.9,8.46,644.9,30.1,71.5,2.44
Cotton,Loamy,71.6,45.2,70.5,7.19,557.7,44.5,57.3,5.66
Cotton,Loamy,89.2,56.5,71.0,5.69,175.1,14.1,31.4,2.03
Cotton,Sandy,167.6,62.3,115.0,5.14,1593.3,8.5,59.1,1.7
Cotton,Red,154.2,91.7,185.8,5.99,865.8,43.5,23.9,1.69
Cotton,Loamy,116.5,148.1,166.0,5.32,1841.8,16.6,82.6,1.3
Cotton,Red,100.1,10.9,132.9,8.21,1828.8,41.2,36.0,0.8
Cotton,Loamy,142.9,138.8,144.1,6.92,2266.1,41.2,77.3,1.2
Cotton,Sandy,34.2,124.8,61.8,8.04,2308.7,25.1,49.2,1.04
Cotton,Loamy,108.2,104.2,126.5,4.76,2127.5,15.8,94.6,1.76
Cotton,Alluvial,39.6,82.2,74.5,4.62,219.8,30.2,21.7,1.18
Cotton,Clay,72.8,11.3,83.1,4.65,939.7,39.6,70.1,2.14
Cotton,Black,115.2,93.7,18.4,8.32,785.1,32.6,98.3,4.47
Cotton,Laterite,18.1,130.8,81.4,5.83,1402.7,46.3,91.9,2.45
Cotton,Red,105.3,91.6,94.2,5.7,1222.8,20.5,55.0,1.99
Cotton,Alluvial,44.3,149.1,101.1,6.86,499.4,43.8,38.5,1.63
Cotton,Sandy,111.9,29.6,164.4,5.84,805.1,41.1,71.1,2.5
Cotton,Laterite,76.4,93.6,182.4,7.95,1452.1,11.0,72.2,0.8
Cotton,Clay,148.5,84.2,190.9,4.92,1554.5,16.5,69.1,1.66
Cotton,Loamy,42.2,6.0,40.4,5.65,1391.7,44.8,63.2,2.79
Cotton,Black,84.4,61.6,162.9,6.04,163.5,10.3,88.5,3.56
Cotton,Loamy,50.8,15.6,119.9,8.43,975.4,33.9,38.5,4.22
Cotton,Red,61.9,117.8,179.3,7.62,1216.4,11.5,24.6,1.61
Cotton,Loamy,163.9,47.1,198.3,8.08,1799.2,10.5,92.3,1.08
Cotton,Alluvial,143.4,81.5,105.3,4.44,1674.0,44.4,27.5,2.02
Cotton,Alluvial,45.6,27.0,111.6,8.6,2480.3,19.5,75.8,1.96
Cotton,Laterite,150.5,102.3,130.5,5.22,153.6,40.3,59.3,3.02
Cotton,Sandy,154.5,141.1,88.3,7.87,1229.0,19.8,79.1,0.82
Cotton,Black,47.8,120.7,46.7,5.34,659.8,28.6,45.7,5.0
Cotton,Clay,148.9,111.5,19.1,8.48,1165.0,34.4,96.8,2.53
Cotton,Black,160.0,113.9,188.7,5.99,595.3,30.0,28.9,1.47
Cotton,Black,103.2,71.1,19.8,4.06,1561.1,10.6,50.4,3.31
Cotton,Loamy,169.4,113.3,44.3,5.71,2419.9,31.8,84.1,1.64
Cotton,Alluvial,46.0,118.7,138.7,7.4,1426.3,30.5,78.9,1.53
Cotton,Red,196.2,83.0,93.8,6.31,1128.0,29.3,41.9,0.8
Cotton,Alluvial,162.1,111.0,95.3,5.62,1561.0,43.0,90.7,1.25
Cotton,Loamy,27.0,75.6,42.9,8.31,708.3,33.3,33.2,3.29
Cotton,Loamy,151.7,71.8,88.7,8.49,792.3,18.0,95.1,2.63
Cotton,Clay,58.0,63.2,12.3,7.84,2109.0,16.0,36.1,2.76
Cotton,Loamy,82.1,147.6,52.7,5.88,822.6,12.4,59.2,4.44
Cotton,Black,105.8,25.9,126.3,6.31,2345.6,23.7,52.2,2.42
Cotton,Red,164.8,137.1,163.6,5.53,1507.9,44.6,45.7,1.76
Cotton,Clay,36.3,47.0,124.9,6.75,1982.5,18.8,72.3,2.46
Cotton,Alluvial,60.6,80.5,171.2,7.54,1592.5,27.8,43.9,2.59
Cotton,Laterite,94.5,141.1,25.9,8.75,362.1,26.5,95.0,1.8
Cotton,Black,188.9,19.4,171.7,4.0,2217.5,8.8,80.6,2.15
Cotton,Alluvial,142.9,38.7,176.7,6.69,2157.0,18.8,80.4,1.54
Cotton,Clay,81.7,36.5,153.0,7.92,2314.5,23.0,60.5,1.46
Cotton,Alluvial,151.4,142.6,73.0,4.9,1396.0,36.2,74.3,1.45
Cotton,Laterite,156.9,97.9,16.8,4.48,191.0,26.3,86.1,0.93
Cotton,Red,34.9,147.9,132.7,6.27,2231.7,35.8,47.9,0.8
Cotton,Alluvial,112.6,14.3,31.6,4.91,1616.8,32.6,64.1,3.88
Cotton,Laterite,14.3,109.1,182.6,5.73,344.9,17.3,65.0,0.8
Cotton,Red,199.4,19.3,138.1,5.26,1040.8,33.8,54.9,1.38
Cotton,Alluvial,54.9,132.5,112.0,5.43,2344.2,35.6,37.7,0.8
Cotton,Clay,174.7,105.9,52.7,7.24,1586.0,40.8,34.3,1.25
Cotton,Black,147.8,54.9,134.5,8.5,1843.7,36.4,50.6,2.07
Cotton,Loamy,17.7,32.9,18.4,8.34,2002.2,31.0,26.7,1.88
Cotton,Black,153.3,31.4,38.1,8.31,1295.6,17.8,75.1,4.69
Cotton,Clay,115.3,135.7,101.6,8.71,2240.5,31.1,94.7,0.8
Cotton,Laterite,63.2,11.0,11.4,5.39,1373.2,30.3,59.5,2.07
Cotton,Alluvial,35.8,136.1,50.0,5.46,2142.2,26.3,21.9,1.06
Cotton,Alluvial,90.6,120.6,23.3,4.91,2437.2,28.2,23.5,2.2
Cotton,Red,181.9,131.6,94.4,4.82,2092.7,21.0,53.5,0.8
Cotton,Sandy,48.6,9.8,103.1,5.57,533.2,38.0,36.4,2.88
Cotton,Sandy,86.2,24.3,36.9,5.71,1449.0,31.7,58.9,4.95
Cotton,Alluvial,137.7,134.2,13.0,4.36,880.1,17.3,41.2,3.34
Cotton,Alluvial,100.6,25.7,15.8,7.13,692.9,17.7,96.6,5.07
Cotton,Black,25.4,126.3,84.6,5.31,1481.8,40.9,82.3,1.75
Cotton,Sandy,186.0,39.5,87.7,4.07,2210.4,14.2,88.9,0.8
Cotton,Clay,68.7,133.8,10.0,6.03,175.4,22.8,33.8,0.99
Cotton,Loamy,142.3,112.6,139.2,5.68,368.1,19.3,36.8,1.29
Cotton,Black,34.5,122.5,153.2,6.42,1390.6,10.4,64.4,1.32
Cotton,Laterite,88.1,32.6,48.2,6.22,1943.7,18.6,44.9,2.0
Cotton,Black,80.5,10.0,83.5,8.6,803.5,20.9,25.3,3.39
Cotton,Red,36.0,100.3,174.7,8.46,1645.0,29.0,46.5,1.57
Cotton,Clay,19.4,79.3,165.4,8.73,356.0,33.2,65.5,3.14
Cotton,Loamy,150.3,136.2,5.9,4.0,1233.4,9.2,98.0,1.24
Cotton,Laterite,160.1,52.1,172.1,7.04,1716.7,19.7,56.6,0.8
Cotton,Loamy,111.2,148.2,159.4,8.97,2423.9,27.6,75.7,1.36
Cotton,Loamy,132.3,100.7,132.2,4.82,713.8,17.9,96.8,1.01
Cotton,Laterite,88.6,131.3,155.0,8.11,2433.5,23.5,44.8,0.8
Cotton,Sandy,75.2,97.7,184.8,4.76,1460.7,38.6,80.6,1.6
Cotton,Red,71.7,135.6,15.0,7.63,156.0,15.0,99.0,2.62
Cotton,Loamy,168.8,145.0,89.9,6.8,1608.7,45.4,40.5,0.93
Cotton,Black,17.3,43.8,116.5,8.82,2201.3,43.0,34.1,1.59
Cotton,Clay,181.2,57.6,29.4,4.72,2238.1,47.5,43.1,1.9
Cotton,Sandy,116.5,131.3,130.9,8.73,775.2,31.8,75.2,2.46
Cotton,Clay,90.6,46.7,34.7,6.64,1526.2,30.8,29.3,4.55
Cotton,Laterite,8.4,117.9,69.0,6.36,2016.8,9.9,32.7,0.8
Cotton,Black,132.8,72.7,96.6,5.9,2329.8,18.0,45.3,1.69
Cotton,Black,163.0,7.0,181.7,5.13,1794.2,30.1,62.9,1.25
Cotton,Laterite,150.5,139.9,182.0,4.28,593.7,27.1,54.5,2.08
Cotton,Laterite,34.0,66.3,193.0,6.06,933.6,25.8,21.0,2.45
Cotton,Alluvial,113.8,87.0,63.0,6.92,1155.1,20.1,25.4,3.01
Cotton,Laterite,156.7,85.3,131.3,5.63,487.4,8.5,85.7,0.8
Cotton,Red,90.7,99.2,14.8,7.27,2143.4,45.7,99.8,2.09
Cotton,Red,143.3,129.7,197.4,5.25,534.2,26.5,22.8,1.67
Cotton,Black,138.3,50.3,182.4,7.36,1649.6,30.4,23.7,3.02
Cotton,Sandy,198.0,103.1,180.7,7.87,1395.3,13.9,47.9,1.61
Cotton,Alluvial,49.1,146.4,199.1,4.38,2347.5,19.6,75.1,1.5
Cotton,Loamy,120.7,84.1,52.7,8.46,363.7,9.6,68.2,2.82
Cotton,Loamy,161.9,129.7,75.1,5.62,1340.9,9.8,95.6,0.8
Cotton,Alluvial,52.3,73.4,187.9,7.95,2414.8,32.3,46.7,1.81
Cotton,Black,26.2,140.2,93.2,7.67,1302.4,32.2,44.2,2.86
Cotton,Sandy,158.0,147.4,78.1,4.85,2147.0,20.7,67.9,0.8
Cotton,Loamy,51.0,12.5,199.3,7.68,309.9,8.8,77.5,0.8
Cotton,Loamy,128.5,104.8,133.4,7.02,1092.7,22.9,65.2,2.01
Cotton,Loamy,186.8,44.4,149.8,4.41,1356.1,43.4,64.1,2.95
Cotton,Red,61.9,119.8,162.6,6.32,533.9,33.9,99.4,1.65
Cotton,Loamy,31.4,123.5,148.5,7.85,654.6,44.1,27.8,1.76
Cotton,Loamy,182.1,77.9,132.9,6.08,1614.4,23.4,47.2,2.69
Cotton,Red,27.0,103.9,90.9,7.98,2167.5,41.8,45.0,2.31
Cotton,Red,131.8,51.7,13.0,6.48,130.8,46.0,83.7,2.33
Cotton,Alluvial,77.8,118.6,92.1,8.32,1789.0,8.9,43.6,0.8
Cotton,Alluvial,150.6,139.5,131.1,8.85,927.2,22.0,63.4,2.81
Cotton,Black,66.4,147.9,95.9,7.75,525.8,8.5,53.4,3.01
Cotton,Loamy,152.3,6.4,192.0,6.58,2459.2,10.3,66.7,1.93
Cotton,Laterite,165.9,9.8,74.9,7.75,2371.3,23.1,89.8,0.8
Cotton,Red,40.0,5.5,69.4,5.89,2368.3,16.2,50.6,1.33
Cotton,Laterite,19.3,92.0,107.7,6.58,2195.6,16.2,23.3,0.91
Cotton,Black,74.0,97.6,120.0,4.68,2127.9,27.0,33.0,2.05
Cotton,Laterite,190.4,89.4,160.2,6.15,1189.2,43.2,91.7,1.01
Cotton,Sandy,43.9,77.0,180.6,5.61,1664.8,36.3,82.3,0.8
Cotton,Loamy,191.5,115.9,84.0,7.74,2379.3,28.0,52.8,2.07
Cotton,Red,106.7,104.1,57.5,6.99,1165.4,31.9,43.3,3.55
Cotton,Black,120.2,82.4,188.1,7.63,2320.8,16.8,44.8,2.41
Cotton,Laterite,54.7,27.7,140.1,4.47,2350.7,41.1,88.6,1.43
Cotton,Red,79.9,93.4,102.9,7.59,474.8,44.8,71.5,2.76
Cotton,Alluvial,52.9,102.7,13.4,8.19,507.1,35.9,38.0,3.35
Cotton,Black,107.3,123.4,151.1,6.0,298.6,38.7,33.5,1.65
Cotton,Clay,39.9,16.9,69.0,6.12,1402.4,22.9,83.2,2.68
Cotton,Alluvial,79.1,112.0,34.3,6.52,609.6,11.0,69.4,3.51
Cotton,Alluvial,82.0,50.9,23.9,6.16,911.5,12.9,43.7,6.13
Cotton,Clay,161.2,71.8,17.3,8.53,1407.6,45.0,65.8,3.48
Cotton,Alluvial,27.7,132.6,90.9,7.13,1277.0,42.9,63.8,2.52
Cotton,Red,92.1,22.8,12.3,5.6,759.0,24.3,97.0,4.2
Cotton,Red,90.6,103.6,26.2,8.81,1900.4,33.2,45.3,2.11
Cotton,Alluvial,8.4,146.2,97.1,5.97,1047.9,25.0,39.4,0.91
Cotton,Red,197.1,58.4,107.7,8.24,1365.8,21.0,61.9,2.18
Cotton,Laterite,70.5,97.8,109.1,8.08,1605.9,8.0,81.1,1.34
Cotton,Alluvial,104.4,135.9,182.1,6.62,1559.2,47.9,43.9,1.13
Cotton,Red,37.0,37.1,35.2,5.51,1838.5,14.6,61.9,2.67
Cotton,Red,166.7,6.0,48.5,7.03,332.1,26.7,54.9,2.82
Cotton,Sandy,79.1,121.8,132.4,6.18,1665.1,10.1,34.4,1.78
Cotton,Clay,142.5,47.2,16.3,4.22,591.8,17.3,53.2,4.68
Cotton,Laterite,199.7,34.2,107.0,5.73,1362.1,17.3,23.8,0.8
Cotton,Red,73.9,36.0,116.5,7.49,1716.9,18.2,82.4,1.92
Cotton,Clay,99.2,88.2,100.9,7.67,1460.0,18.9,31.6,1.52
Cotton,Loamy,75.4,8.2,191.0,6.08,1993.3,13.7,85.0,1.86
Cotton,Laterite,37.6,74.1,125.9,6.98,2166.5,16.6,34.1,1.7
Cotton,Sandy,68.5,9.4,9.0,5.98,2358.4,42.9,60.9,1.69
Cotton,Loamy,105.9,9.4,154.1,8.18,1586.6,37.9,61.8,2.43
Cotton,Alluvial,127.4,135.6,145.1,5.74,1509.7,20.4,99.9,2.1
Cotton,Laterite,125.5,54.5,10.6,5.98,2333.2,33.1,26.7,3.2
Cotton,Alluvial,21.5,62.3,105.9,8.2,1850.4,22.8,72.3,1.28
Cotton,Black,39.2,118.5,134.4,7.42,1255.7,34.7,26.4,2.32
Cotton,Red,45.2,73.9,105.3,5.04,1560.6,36.9,49.9,2.16
Cotton,Red,149.6,52.6,101.2,8.58,2393.6,45.1,41.0,3.48
Cotton,Red,84.6,105.4,170.0,5.78,658.3,33.1,93.7,2.46
Cotton,Red,14.3,119.5,109.0,6.89,226.2,18.2,71.1,0.8
Cotton,Laterite,49.7,31.6,156.7,5.0,2004.0,25.2,99.6,1.16
Cotton,Clay,42.7,73.6,138.0,7.17,1125.4,44.0,61.5,3.2
Cotton,Loamy,98.2,113.5,133.9,6.2,949.4,38.2,45.9,3.18
Cotton,Sandy,115.0,129.1,179.4,7.24,1840.9,30.0,50.8,2.09
Cotton,Red,25.3,64.8,192.9,6.0,973.1,36.1,34.3,1.34
Cotton,Red,75.7,93.9,176.3,8.78,1500.7,9.7,97.5,0.8
Cotton,Alluvial,23.5,91.9,59.8,5.44,284.2,20.4,60.5,1.87
Cotton,Black,159.4,133.0,193.6,6.2,2380.8,36.9,25.7,1.35
Cotton,Clay,106.0,125.6,152.6,6.59,1654.1,24.3,62.5,3.25
Cotton,Loamy,45.3,81.5,44.8,4.6,1326.4,11.2,67.0,3.2
Cotton,Alluvial,25.8,84.7,120.3,4.14,1476.1,41.5,77.8,1.95
Cotton,Sandy,44.4,49.9,149.5,4.12,2267.5,10.8,50.1,0.8
Cotton,Red,137.3,121.9,134.2,5.64,1002.3,43.9,21.4,1.52
Cotton,Alluvial,87.2,134.4,28.0,7.54,935.7,12.1,50.9,4.04
Cotton,Sandy,57.4,67.6,78.9,7.17,2051.6,19.9,37.1,2.39
Cotton,Black,8.1,128.7,106.6,7.11,319.3,25.3,38.2,2.57
Cotton,Laterite,188.0,148.2,153.8,6.87,1915.9,18.9,42.7,1.43
Cotton,Laterite,49.9,93.6,107.0,4.04,2092.2,36.2,72.9,1.42
Cotton,Laterite,123.3,94.8,170.2,4.85,981.5,31.4,42.7,2.68
Cotton,Sandy,180.0,10.5,190.8,7.32,2360.1,16.0,23.3,0.8
Cotton,Clay,18.9,133.6,154.3,4.98,1589.1,39.8,91.2,1.83
Cotton,Alluvial,185.3,29.2,57.1,4.32,2009.1,32.9,45.2,2.27
Cotton,Black,149.9,74.2,78.1,5.84,566.9,25.9,70.0,4.18
Cotton,Alluvial,41.4,22.4,174.7,8.7,289.1,22.0,96.7,2.31
Cotton,Laterite,176.1,108.6,107.2,5.36,2150.8,27.2,69.7,0.89
Cotton,Black,154.4,112.3,134.1,8.14,1745.0,29.4,39.0,1.05
Cotton,Laterite,97.3,47.7,161.4,7.48,2349.6,14.6,71.9,2.12
Cotton,Clay,67.2,129.9,43.4,4.8,611.6,33.0,84.9,3.34
Cotton,Alluvial,62.8,45.8,178.5,8.84,269.1,26.9,63.9,3.47
Cotton,Black,132.0,143.9,70.6,5.06,1448.7,29.5,67.3,2.1
Cotton,Loamy,92.6,134.6,173.8,6.19,1014.7,45.3,77.2,1.74
Cotton,Red,193.9,51.3,23.2,7.54,1861.6,19.4,43.8,2.57
Cotton,Alluvial,42.1,53.2,26.2,7.01,2022.3,32.4,34.4,4.71
Cotton,Red,71.1,128.0,99.3,8.16,352.5,13.6,98.2,1.48
Cotton,Alluvial,130.0,60.1,41.0,7.8,596.3,35.8,34.5,5.56
Cotton,Black,131.2,28.3,186.4,6.77,1278.2,25.4,65.3,4.11
Cotton,Sandy,186.9,109.4,20.1,5.12,1716.8,43.8,22.6,1.26
Cotton,Clay,192.5,39.5,54.6,4.0,259.2,9.8,85.8,2.77
Cotton,Clay,116.2,39.3,33.0,5.87,1874.3,44.6,56.6,3.28
Cotton,Sandy,147.6,103.1,135.2,4.09,1360.9,40.9,23.6,1.13
Cotton,Sandy,138.2,144.5,63.6,8.31,2340.8,37.9,38.5,0.96
Cotton,Loamy,12.5,24.9,60.7,5.27,1576.4,26.2,23.1,2.26
Cotton,Black,147.5,125.2,150.5,7.15,1124.7,44.1,72.1,1.78
Cotton,Laterite,59.2,5.3,28.4,7.75,634.7,47.8,33.4,2.9
Cotton,Red,116.9,26.4,68.3,6.05,2039.7,38.8,37.8,1.21
Cotton,Laterite,188.1,106.1,14.9,5.46,220.5,41.2,92.5,1.74
Cotton,Red,121.3,97.3,170.6,7.35,1859.0,17.4,49.7,1.35
Cotton,Laterite,64.8,59.9,144.4,5.83,646.6,12.1,78.3,1.69
Cotton,Red,62.4,84.6,128.6,6.95,2296.5,43.9,97.7,0.95
Cotton,Clay,89.5,144.6,81.2,6.0,1697.9,40.4,70.1,2.32
Cotton,Clay,153.5,125.7,195.2,7.21,1207.7,20.2,37.8,1.23
Cotton,Red,57.3,52.9,97.5,4.35,226.4,19.7,43.7,1.25
Cotton,Laterite,84.0,20.0,108.9,4.49,1997.2,30.7,77.9,0.8
Cotton,Clay,191.7,59.7,125.5,8.39,1179.9,12.9,50.2,0.85
Cotton,Loamy,126.3,16.6,140.5,5.91,418.0,42.5,69.1,2.63
Cotton,Loamy,42.9,127.0,38.2,6.81,285.6,46.0,68.3,2.88
Cotton,Alluvial,22.8,89.5,124.3,7.64,1926.9,38.8,73.1,1.18
Cotton,Clay,113.6,81.3,54.3,4.77,595.7,24.0,79.2,2.72
Cotton,Red,6.9,118.1,164.9,8.83,533.5,31.8,54.1,1.97
Cotton,Clay,43.6,36.6,128.2,5.91,1257.0,41.4,59.9,1.76
Cotton,Alluvial,80.4,135.3,39.6,5.46,1423.2,20.8,53.9,4.64
Cotton,Laterite,119.4,59.0,20.6,5.81,537.0,46.4,77.2,4.19
Cotton,Loamy,79.0,57.3,81.4,7.97,878.0,28.1,69.9,4.98
Cotton,Red,63.2,94.2,51.7,6.33,580.1,30.3,41.2,2.85
Cotton,Laterite,164.4,92.2,151.9,6.17,1413.7,10.5,27.2,1.31
Cotton,Clay,178.5,62.3,144.9,8.7,1662.8,24.5,65.4,1.44
Cotton,Laterite,102.2,93.2,180.1,6.01,1024.3,8.1,69.1,1.76
Cotton,Laterite,112.2,44.1,158.3,5.35,1859.3,32.4,33.6,1.57
Cotton,Black,56.5,113.7,39.7,5.23,142.1,36.8,69.4,2.88
Cotton,Alluvial,91.6,100.6,90.8,7.49,1621.5,12.6,82.5,2.2
Cotton,Black,110.4,70.3,94.9,6.35,2215.5,40.7,70.4,2.51
Cotton,Sandy,42.3,120.3,193.5,7.64,2482.9,34.0,37.4,2.25
Cotton,Black,76.9,124.3,27.4,8.18,1634.9,21.7,29.4,3.08
Cotton,Black,145.6,114.5,48.1,6.5,940.5,38.9,69.8,3.64
Cotton,Alluvial,42.0,109.6,69.9,6.92,192.8,27.8,31.9,1.07
Cotton,Loamy,129.5,28.4,196.2,7.52,1908.1,10.6,81.1,1.87
Cotton,Alluvial,136.0,47.3,100.5,4.55,1231.8,17.8,47.9,2.72
Cotton,Loamy,32.5,61.2,92.2,8.93,943.5,33.8,31.0,2.35
Cotton,Alluvial,175.0,111.0,66.9,6.52,425.8,36.3,25.6,2.02
Cotton,Loamy,122.0,9.8,20.9,6.41,1074.8,32.2,55.1,6.36
Cotton,Loamy,140.3,135.0,33.6,5.15,357.6,13.6,61.0,2.03
Cotton,Sandy,6.3,81.7,86.4,7.98,1402.4,45.5,35.7,0.8
Cotton,Sandy,17.7,61.3,33.4,5.15,1583.4,10.7,57.2,1.1
Cotton,Red,68.5,147.6,45.1,4.51,850.2,43.4,61.7,4.55
Cotton,Clay,9.3,57.2,178.5,7.45,449.0,31.6,91.4,1.53
Cotton,Loamy,199.3,56.6,88.6,8.05,312.7,23.5,26.9,2.05
Cotton,Laterite,5.9,6.4,79.2,8.05,1508.8,33.4,61.5,1.38
Cotton,Alluvial,184.5,16.1,123.9,7.41,1313.3,35.8,33.8,2.13
Cotton,Loamy,24.9,135.8,127.9,5.31,770.3,32.4,52.6,1.59
Cotton,Loamy,98.3,86.4,121.2,6.05,2112.4,15.4,64.4,1.66
Cotton,Loamy,147.6,143.5,181.8,7.95,1809.6,17.4,70.7,0.8
Cotton,Laterite,140.3,143.1,62.6,5.23,1544.3,13.2,66.6,2.77
Cotton,Sandy,100.7,95.0,18.7,5.03,904.9,22.7,74.1,1.42
Cotton,Sandy,184.7,41.5,74.3,4.77,1757.7,46.4,71.3,1.81
Cotton,Loamy,172.6,141.7,111.0,4.75,2208.7,9.6,84.6,1.25
Cotton,Black,15.4,93.4,29.3,4.39,1175.9,11.9,78.2,2.97
Cotton,Loamy,147.6,77.7,76.9,4.53,1857.4,20.8,41.2,2.21
Cotton,Clay,189.7,131.4,53.9,8.29,1294.3,31.8,87.2,3.3
Cotton,Black,40.6,21.9,168.5,7.88,885.4,34.3,29.9,3.38
Cotton,Black,148.9,71.0,197.3,6.9,1618.2,22.7,78.8,2.66
Cotton,Loamy,76.9,108.7,77.0,6.12,1453.3,46.0,28.7,1.86
Cotton,Alluvial,185.8,34.1,56.4,7.5,2384.2,36.4,55.6,2.42
Cotton,Laterite,94.9,93.0,69.5,6.55,412.5,26.1,27.3,2.33
Cotton,Laterite,72.3,20.2,191.9,8.27,288.4,36.8,47.8,1.35
Cotton,Laterite,162.0,45.9,145.9,4.73,669.5,30.9,99.1,2.03
Cotton,Red,183.3,76.2,92.4,8.87,2476.9,34.0,30.2,0.8
Cotton,Black,176.3,27.0,153.6,7.4,1403.0,40.4,71.9,2.77
Cotton,Sandy,138.1,17.4,127.2,5.4,1316.8,38.9,76.5,2.57
Cotton,Laterite,120.3,145.5,35.6,8.26,1786.1,39.0,42.6,2.42
Cotton,Laterite,162.8,87.3,199.8,8.77,1672.3,26.6,32.2,0.94
Sugarcane,Alluvial,26.9,60.3,156.0,6.09,2433.7,37.4,21.2,131.77
Sugarcane,Loamy,168.4,73.2,89.8,5.47,1957.2,43.2,40.9,224.33
Sugarcane,Alluvial,180.6,49.5,41.4,8.19,1880.3,45.2,33.2,171.89
Sugarcane,Sandy,35.9,64.8,19.7,7.78,1063.5,21.7,60.7,63.15
Sugarcane,Red,70.1,49.0,85.1,4.12,1704.5,41.8,48.4,111.25
Sugarcane,Black,149.0,47.6,117.1,6.08,382.6,21.2,78.0,183.48
Sugarcane,Red,127.3,6.7,153.9,7.7,2092.8,41.7,65.3,108.68
Sugarcane,Black,154.8,63.1,164.1,7.54,2089.0,19.4,34.8,206.74
Sugarcane,Sandy,113.4,122.1,55.1,6.9,914.4,29.2,73.4,146.64
Sugarcane,Black,26.8,96.6,52.3,5.39,2255.8,26.7,51.4,145.96
Sugarcane,Red,29.9,30.4,37.6,6.93,2302.1,18.2,64.2,84.71
Sugarcane,Laterite,49.1,143.8,94.4,5.04,1796.8,19.4,41.4,73.58
Sugarcane,Black,182.1,123.0,194.9,6.04,894.8,9.1,56.0,143.18
Sugarcane,Loamy,164.4,39.1,137.0,6.15,375.2,36.6,37.4,155.29
Sugarcane,Loamy,190.8,58.0,78.4,7.72,1195.1,9.1,93.6,197.87
Sugarcane,Loamy,88.7,119.3,144.5,8.3,123.0,46.7,47.3,101.18
Sugarcane,Sandy,6.5,12.3,124.0,7.13,2207.7,33.2,38.2,84.49
Sugarcane,Sandy,22.6,149.5,112.5,7.5,1076.2,29.9,95.4,94.99
Sugarcane,Alluvial,62.0,27.0,159.5,4.31,295.9,19.9,61.1,82.38
Sugarcane,Loamy,97.9,19.9,6.5,4.28,562.1,26.3,21.7,60.39
Sugarcane,Clay,86.8,47.2,162.5,6.41,1671.6,15.6,62.7,153.05
Sugarcane,Alluvial,68.2,17.7,125.2,5.28,1374.8,45.7,65.8,122.09
Sugarcane,Laterite,25.5,131.5,105.7,5.93,236.8,23.2,92.3,79.36
Sugarcane,Clay,82.5,136.9,191.4,4.6,385.9,45.4,43.7,71.09
Sugarcane,Black,184.6,20.4,46.1,5.85,2041.0,18.8,90.6,192.18
Sugarcane,Clay,68.2,50.0,131.3,4.31,1274.6,13.4,85.6,153.05
Sugarcane,Sandy,116.6,23.8,168.9,7.93,1675.5,26.6,97.2,112.12
Sugarcane,Sandy,40.4,19.2,152.6,8.45,1820.1,40.2,99.3,92.85
Sugarcane,Loamy,56.4,115.3,108.6,4.34,984.0,43.4,80.4,175.47
Sugarcane,Alluvial,67.0,9.5,57.9,5.09,219.1,27.7,57.5,84.2
Sugarcane,Laterite,169.3,63.2,88.8,4.74,214.1,33.6,25.2,100.33
Sugarcane,Laterite,35.6,103.9,151.5,4.91,208.0,11.2,72.6,87.76
Sugarcane,Sandy,41.4,112.1,98.5,6.27,2143.4,36.3,22.6,104.61
Sugarcane,Clay,142.5,112.5,140.8,8.68,669.5,15.6,68.8,151.85
